,freight_value,price,payment_value,payment_installments,payment_sequential
82833,15.1,42.9,58.0,5,1
80234,25.84,79.99,105.83,2,1
11567,23.27,135.99,59.26,2,1
67308,18.79,219.9,238.69,5,1
62334,19.6,89.9,109.5,2,1
46395,15.1,44.9,60.0,1,1
49333,17.44,169.9,374.68,6,1
42754,19.87,129.0,148.87,3,1
84604,13.37,49.9,66.93,4,1
63513,15.1,8.99,24.09,1,1
31273,14.65,79.9,94.55,2,1
45089,54.97,219.9,274.87,10,1
66009,22.02,173.99,196.01,6,1
85104,17.6,49.9,202.5,1,1
39892,19.09,121.97,423.18,4,1
18749,15.23,35.0,50.23,1,1
47070,19.46,69.99,89.45,1,1
93248,34.15,24.99,32.66,2,1
1747,102.81,166.94,269.75,10,1
24563,19.53,48.9,25.69,1,1
83584,16.63,125.0,141.63,1,1
85165,17.67,49.0,66.67,2,1
104530,23.42,120.0,143.42,6,1
49174,15.11,19.9,35.01,3,1
45732,11.15,21.9,33.05,1,1
96309,15.8,149.99,165.79,1,1
42901,9.03,39.9,97.86,1,1
36762,13.86,119.9,118.72,3,1
8880,15.45,49.9,96.05,1,1
16933,15.92,68.9,84.82,1,1
56405,13.99,90.0,103.99,1,1
110604,16.17,58.9,75.07,1,1
82221,33.43,139.9,173.33,5,1
39439,14.46,84.44,98.9,2,1
38042,18.93,149.9,168.83,10,1
89727,16.11,45.9,62.01,6,1
44856,12.79,39.0,51.79,1,1
49182,18.23,32.9,102.26,10,1
71583,7.87,15.49,23.36,1,1
23542,21.91,389.0,410.91,10,1
13048,8.27,27.9,36.17,1,1
93240,7.78,24.99,80.45,2,1
36103,12.97,89.9,6.18,1,3
91581,15.8,289.9,305.7,5,1
9624,29.55,35.0,64.55,1,1
25283,17.65,172.33,189.98,3,1
32923,12.43,53.9,66.33,6,1
108107,17.34,89.9,107.24,3,1
85503,17.66,59.0,76.66,1,1
49380,16.39,59.9,76.29,1,1
69512,17.35,129.99,147.34,2,1
21138,14.1,32.8,46.9,2,1
473,45.02,79.99,250.02,1,1
3016,16.11,38.4,163.53,1,1
61870,10.96,29.9,40.86,4,1
38239,15.1,13.9,29.0,1,1
38657,15.1,18.9,136.0,8,1
85969,14.52,34.9,98.84,8,1
84714,13.44,59.9,146.68,5,1
102014,14.67,189.99,204.66,1,1
99458,8.29,13.65,21.94,2,1
16319,16.15,55.9,72.05,7,1
46466,10.96,34.9,45.86,4,1
81937,20.71,449.0,469.71,1,1
28033,14.77,97.0,335.31,1,1
5904,0.0,69.9,139.8,2,1
17860,35.11,249.99,285.1,5,1
12250,23.0,59.9,82.9,1,1
64907,19.58,95.0,114.58,1,1
64769,7.78,35.0,42.78,1,1
43966,15.1,49.99,130.18,8,1
63598,7.71,5.18,12.89,1,1
13797,34.17,58.9,93.07,1,1
1322,29.17,139.97,169.14,3,1
42090,14.93,89.0,103.93,2,1
42825,15.1,39.9,165.0,1,1
84771,16.1,49.0,249.67,5,1
54671,17.97,98.0,115.97,1,1
82186,15.23,29.9,45.13,1,1
102435,24.84,32.99,57.83,5,1
12717,16.35,89.9,106.25,1,1
85665,20.77,49.9,70.67,1,1
26486,11.85,15.9,27.75,1,1
96764,13.05,55.0,68.05,1,1
60676,22.97,55.0,77.97,5,1
69095,13.05,222.0,235.05,10,1
39344,12.69,47.99,121.36,1,1
82918,25.76,68.0,93.76,9,1
9518,14.12,37.99,52.11,5,1
7932,9.99,32.0,276.34,10,1
39631,16.73,157.0,347.46,1,1
15951,18.52,182.0,200.52,2,1
12608,14.86,159.0,173.86,1,1
90280,14.61,75.0,89.61,1,1
89967,8.72,39.99,48.71,1,1
98533,18.23,18.9,37.13,1,1
96106,12.79,29.99,22.73,1,1
20533,15.2,65.0,160.4,8,1
76504,13.74,88.9,102.64,5,1
97686,32.23,129.9,162.13,12,1
105021,19.0,129.0,14.89,1,1
72995,15.92,116.9,265.64,8,1
26334,26.1,116.91,143.01,1,1
15984,27.22,340.0,367.22,2,1
90607,17.92,34.23,52.15,1,1
87159,16.11,28.28,22.33,1,2
65307,18.43,78.0,96.43,1,1
14667,12.85,58.5,71.35,2,1
19833,15.9,99.0,114.9,10,1
79657,15.82,53.99,69.81,4,1
17980,42.71,81.0,123.71,1,1
97006,9.77,136.3,146.07,1,1
88673,26.99,712.5,739.49,4,1
16380,47.35,428.9,476.25,10,1
71714,27.75,66.99,94.74,1,1
64905,15.55,95.0,110.55,3,1
28971,13.52,71.0,370.51,10,1
53652,13.41,215.0,228.41,2,1
15844,12.25,107.0,119.25,1,1
36991,32.67,254.9,702.18,10,1
62171,16.81,79.9,96.71,1,1
24065,18.91,16.9,87.52,1,1
41667,54.65,174.0,228.65,8,1
94122,15.23,29.99,45.22,1,1
55144,58.69,119.0,355.38,2,1
36420,17.14,89.9,225.63,1,1
21287,18.23,35.9,108.26,4,1
64606,14.12,45.0,129.24,1,1
1190,18.83,159.99,715.28,10,1
6316,20.41,74.9,278.01,3,1
60613,16.6,89.9,106.5,1,1
44203,24.87,96.2,121.07,8,1
75962,19.96,141.9,161.86,1,1
68721,15.31,80.0,95.31,4,1
58121,14.33,140.9,155.23,2,1
49100,19.93,105.4,100.0,1,2
40346,10.14,189.0,199.14,8,1
81148,22.54,118.0,140.54,4,1
23879,22.14,607.95,630.09,1,1
63637,9.44,88.9,98.34,1,1
66518,0.0,110.0,110.0,1,1
16670,18.82,99.0,117.82,1,1
96062,16.49,150.0,166.49,1,1
22358,14.52,9.9,24.42,2,1
98036,13.39,150.0,163.39,4,1
111605,12.79,45.0,57.79,1,1
2349,47.7,179.9,227.6,1,1
109534,30.41,299.9,330.31,6,1
18370,19.91,659.0,786.82,10,1
2442,21.73,93.0,114.73,2,1
87252,14.49,126.99,141.48,1,1
42228,46.89,51.9,98.79,3,1
96786,11.85,41.4,53.25,5,1
103254,16.87,284.99,3018.6,1,1
81245,15.58,118.0,133.58,7,1
90503,24.45,120.0,144.45,3,1
39262,19.46,38.99,58.45,5,1
102004,15.38,89.99,105.37,1,1
25170,23.42,100.0,123.42,10,1
102938,29.55,165.0,144.55,10,1
22100,15.43,33.6,156.61,4,1
29138,13.08,69.0,82.08,3,1
98223,25.63,19.9,45.53,1,1
8684,19.53,48.0,135.06,2,1
11749,23.56,107.9,131.46,3,1
97903,14.02,193.9,207.92,5,1
50484,16.46,99.99,116.45,4,1
94785,35.13,189.9,225.03,1,1
93617,7.78,19.9,27.68,1,1
55156,57.03,109.99,167.02,1,1
51619,18.97,156.0,174.97,8,1
36917,15.1,24.9,40.0,1,1
82397,17.92,45.9,63.82,1,1
2876,29.44,84.0,1048.31,2,1
58345,12.84,70.89,83.73,1,1
67213,12.69,169.9,912.95,1,1
36906,10.96,24.9,35.86,1,1
26766,18.91,95.0,41.51,1,3
84850,13.37,49.0,30.0,1,3
65357,16.21,209.0,50.0,1,2
89175,32.14,159.0,100.0,1,2
66755,15.77,146.0,161.77,10,1
76567,16.05,42.9,58.95,2,1
65405,7.65,55.0,62.65,6,1
22070,40.9,1790.0,1830.9,10,1
105684,18.23,26.0,44.23,1,1
69744,18.31,105.0,123.31,1,1
56944,12.48,39.89,52.37,1,1
99773,18.28,25.89,88.34,6,1
45171,18.85,149.9,168.75,3,1
39910,11.98,69.97,81.95,2,1
48433,7.39,45.99,53.38,1,1
45711,16.6,43.8,60.4,6,1
110430,11.85,22.9,34.75,2,1
3951,15.11,38.4,160.53,1,1
21455,27.45,129.0,156.45,1,1
88007,23.11,169.0,192.11,1,1
30843,8.37,30.0,38.37,3,1
19392,18.08,72.9,90.98,9,1
20265,14.1,32.0,46.1,4,1
6650,20.57,189.9,631.41,1,1
34669,21.19,99.9,121.09,6,1
1146,22.88,79.99,8.42,1,11
88834,3.25,39.0,153.77,6,1
34135,13.56,89.9,255.56,10,1
53731,22.55,209.99,465.08,8,1
17815,15.47,83.99,99.46,9,1
62213,17.09,119.9,136.99,5,1
76069,8.57,117.5,126.07,10,1
35032,15.38,89.9,105.28,6,1
35736,15.1,35.15,100.5,1,1
97106,22.64,148.0,350.18,4,1
22353,15.1,9.9,50.0,5,1
6302,38.63,49.0,87.63,2,1
47899,13.42,56.7,70.12,3,1
100696,18.54,105.0,41.03,1,2
60209,38.81,137.9,1767.1,1,1
52858,58.9,629.0,687.9,10,1
62597,13.35,279.77,293.12,1,1
89197,13.89,125.0,138.89,2,1
82812,9.69,108.0,117.69,5,1
81124,15.93,118.9,134.83,1,1
94559,15.1,12.97,28.07,1,1
98703,15.93,415.99,431.92,1,1
47575,12.04,119.99,264.06,4,1
17502,17.12,124.9,142.02,1,1
27556,7.39,11.58,94.85,9,1
69186,13.94,339.0,352.94,2,1
82046,15.23,9.9,50.26,2,1
56351,16.11,19.9,36.01,1,1
9209,8.54,18.04,227.63,10,1
144,133.85,179.9,1316.14,10,1
54190,18.23,24.99,43.22,1,1
96366,15.38,89.9,105.28,4,1
76658,20.08,24.95,90.06,1,1
110027,14.54,135.0,149.54,5,1
50190,25.73,99.0,124.73,1,1
105045,7.78,19.9,27.68,1,1
60621,17.63,41.9,59.53,1,1
18627,18.2,135.0,153.2,1,1
17691,8.72,49.99,58.71,1,1
99796,17.06,11.89,28.95,1,1
8160,12.02,74.9,86.92,6,1
13098,8.27,40.0,48.27,2,1
21973,27.48,89.9,117.38,1,1
34597,12.83,69.9,82.73,1,1
56544,14.7,75.0,89.7,1,1
55643,27.59,149.9,177.49,1,1
35460,17.16,199.9,217.06,4,1
59997,13.05,86.5,99.55,6,1
90705,7.78,14.9,22.68,1,1
18686,15.53,112.0,127.53,6,1
103551,18.68,82.49,50.0,1,1
95855,25.84,80.0,105.84,1,1
106315,13.0,49.0,62.0,1,1
95151,15.1,18.0,33.1,1,1
50520,17.95,99.99,117.94,1,1
31888,8.98,89.18,98.16,1,1
24926,18.02,109.9,127.92,1,1
104286,34.38,120.0,154.38,1,1
86613,27.73,525.0,552.73,1,1
84733,17.67,59.9,387.85,1,1
49761,17.88,89.9,107.78,2,1
56137,12.66,75.9,177.12,2,1
17376,15.1,25.9,82.0,1,1
18928,38.28,104.0,426.84,3,1
66829,16.14,199.0,215.14,1,1
51019,34.13,239.99,274.12,1,1
75975,10.16,38.0,72.32,1,1
29517,17.13,59.9,154.06,1,1
25023,22.03,169.9,191.93,3,1
64543,7.78,49.0,56.78,5,1
37176,26.59,249.9,276.49,1,1
54640,14.94,105.0,119.94,1,1
77050,19.82,130.0,149.82,5,1
46709,11.85,19.9,31.75,3,1
110434,18.31,29.99,48.3,2,1
13464,25.87,259.98,285.85,9,1
27815,21.43,85.0,212.86,1,1
48141,23.32,229.9,253.22,5,1
74591,11.26,33.99,45.25,3,1
91798,41.01,339.74,380.75,4,1
71951,17.05,122.99,140.04,1,1
55431,21.1,149.9,171.0,1,1
82030,24.48,37.9,62.38,2,1
41480,18.23,29.99,96.44,1,1
37501,18.05,114.9,132.95,8,1
14875,16.11,180.0,196.11,7,1
47465,0.61,99.0,166.04,4,1
91834,14.52,27.0,41.52,4,1
7104,14.1,39.99,54.09,2,1
101536,18.14,49.0,67.14,1,1
10474,24.12,103.99,128.11,10,1
77194,19.8,79.9,23.15,1,5
86441,26.25,89.99,116.24,1,1
53996,18.98,99.9,118.88,1,1
36341,12.75,149.9,162.65,1,1
54660,9.25,98.0,107.25,3,1
37469,28.84,359.9,777.48,4,1
11863,11.85,31.0,42.85,1,1
17969,58.9,100.8,159.7,2,1
105815,9.94,22.0,31.94,1,1
28953,11.73,72.0,83.73,4,1
29474,14.13,59.9,74.03,3,1
44114,12.9,83.36,186.84,10,1
20983,7.78,19.99,27.77,2,1
58497,7.92,81.99,89.91,1,1
27759,23.49,130.0,920.94,1,1
85819,13.44,59.9,220.02,6,1
86517,22.06,13.99,108.15,2,1
90404,42.34,149.0,191.34,3,1
77493,14.11,21.99,36.1,1,1
30515,7.78,45.99,53.77,1,1
64251,7.81,78.0,85.81,1,1
7924,14.1,41.5,45.66,4,1
52315,23.15,49.9,73.05,1,1
44197,26.13,184.9,211.03,6,1
55683,23.37,149.9,173.27,2,1
111010,11.85,8.82,41.34,1,1
60742,27.62,154.0,181.62,1,1
108006,12.79,35.0,47.79,1,1
48571,77.77,740.0,1032.11,10,2
64822,7.78,29.0,36.78,1,1
78163,27.7,699.4,727.1,8,1
14902,24.9,109.9,134.8,2,1
34046,48.66,230.0,278.66,10,1
46636,13.92,79.9,93.82,1,1
20061,18.63,107.7,126.33,5,1
40137,12.69,45.9,117.18,4,1
103300,13.37,19.9,133.08,3,1
690,70.26,196.99,267.25,1,1
68392,19.85,249.9,269.75,5,1
53708,18.04,209.99,228.03,6,1
88332,9.34,47.9,57.24,1,1
83842,36.98,129.0,165.98,2,1
39371,12.2,99.99,54.72,1,2
58191,25.9,89.15,115.05,3,1
59748,15.1,18.9,102.0,1,1
38582,18.23,19.9,30.89,1,1
104658,27.72,412.0,35.59,1,3
13523,26.99,1988.0,899.99,1,2
10548,17.12,69.99,87.11,1,1
46345,7.39,30.5,37.89,3,1
2174,16.45,98.0,44.11,1,2
102348,14.59,39.9,6.2,1,2
69094,20.38,325.0,345.38,1,1
23032,12.48,155.0,167.48,6,1
14247,47.99,135.0,365.98,1,1
75804,8.11,69.9,78.01,2,1
61241,16.31,79.0,190.62,1,1
10791,22.03,219.9,241.93,9,1
73582,15.8,150.0,165.8,7,1
50487,9.69,99.99,109.68,6,1
105713,11.86,45.0,56.86,1,1
55334,15.1,24.98,120.24,8,1
35025,16.26,89.9,106.16,10,1
39045,18.25,53.0,71.25,2,1
85181,13.44,59.9,146.68,2,1
80290,8.72,56.99,65.71,2,1
101107,19.68,109.99,129.67,4,1
89029,18.43,169.0,187.43,1,1
20818,60.82,229.9,290.72,3,1
46391,8.72,42.99,51.71,2,1
15803,17.68,79.0,96.68,1,1
30656,22.66,169.9,192.56,8,1
83789,45.99,99.0,144.99,10,1
92020,68.59,700.0,768.59,10,1
65468,7.78,55.0,62.78,1,1
68758,13.75,55.0,68.75,3,1
34351,9.26,129.0,138.26,2,1
78902,34.62,117.79,152.41,3,1
65977,17.3,265.99,283.29,5,1
88334,16.11,15.9,31.74,1,2
102776,16.6,42.0,58.6,1,1
70396,17.61,50.9,68.51,1,1
110983,18.23,29.45,143.04,1,1
85877,12.6,99.0,111.6,1,1
28914,16.79,34.9,51.69,1,1
28996,8.29,27.53,71.64,6,1
80163,8.72,56.99,65.71,1,1
66986,27.14,151.9,179.04,8,1
108409,18.24,399.93,418.17,1,1
30811,16.32,45.5,123.64,4,1
59751,15.1,18.9,102.0,1,1
10463,47.77,103.97,23.9,1,2
55613,36.37,149.9,372.54,10,1
63099,16.11,38.9,110.02,1,1
67849,15.69,598.99,614.68,2,1
12642,13.56,31.99,91.1,1,1
93663,15.1,29.99,45.09,4,1
62199,11.93,102.9,114.83,1,1
98777,34.49,89.9,124.39,1,1
89597,41.81,119.0,160.81,2,1
673,53.48,209.99,25.0,1,4
12091,17.7,64.9,82.6,1,1
44434,27.37,59.9,87.27,2,1
53393,16.46,99.9,116.36,1,1
105430,9.07,45.0,54.07,1,1
109992,13.18,74.9,88.08,8,1
44161,16.59,118.58,135.17,5,1
42159,36.74,199.0,235.74,8,1
46770,19.32,49.0,68.32,3,1
21290,10.43,295.9,306.33,4,1
64090,9.77,108.0,117.77,5,1
95886,15.1,39.0,54.1,1,1
28011,17.94,115.99,133.93,3,1
90484,12.83,189.99,202.82,10,1
91020,27.89,129.9,157.79,2,1
39141,12.76,59.99,145.5,5,1
93030,18.25,21.99,40.24,1,1
24177,11.15,52.0,63.15,1,1
26135,37.26,1269.0,406.26,10,1
60541,54.29,309.0,363.29,5,1
43204,27.25,38.99,66.24,1,1
33093,11.46,62.9,74.36,7,1
32586,11.52,64.86,257.67,1,1
18278,27.29,79.9,107.19,1,1
78292,12.14,149.9,162.04,1,1
21624,26.89,29.5,56.39,1,1
97140,87.83,109.9,107.31,5,2
35373,14.06,68.5,82.56,8,1
84313,17.66,59.0,76.66,1,1
92249,15.1,44.99,60.09,6,1
49244,8.59,189.9,65.9,1,3
9385,7.39,19.9,6.44,1,2
104994,17.67,175.0,192.67,4,1
28881,8.88,64.9,73.78,1,1
62939,22.25,45.9,68.15,1,1
9502,17.95,100.0,117.95,10,1
38249,12.79,17.9,61.38,3,1
39699,14.71,88.9,103.61,4,1
58892,16.92,68.9,257.46,1,1
104485,13.54,169.99,183.53,1,1
16028,18.15,128.56,146.71,3,1
52376,7.39,11.87,7.64,1,1
72458,27.55,325.0,352.55,1,1
33100,8.88,62.9,71.78,1,1
104277,15.06,79.9,94.96,1,1
2996,6.33,35.0,123.99,7,1
104638,26.2,412.0,438.2,1,1
14558,19.7,260.0,279.7,1,1
26180,36.0,109.9,145.9,3,1
66669,21.73,550.0,571.73,4,1
91381,23.5,99.99,123.49,1,1
110834,22.35,289.99,624.68,1,1
57624,12.48,31.9,44.38,1,1
50048,15.39,89.9,105.29,1,1
42561,17.22,138.0,155.22,6,1
101408,26.43,49.9,152.66,1,1
41439,12.79,29.99,85.56,4,1
43045,21.25,107.99,129.24,3,1
86535,11.37,50.0,122.74,1,1
6664,12.48,41.9,54.38,1,1
9869,90.64,389.0,479.64,1,1
111593,23.4,159.0,182.4,1,1
63861,15.23,19.99,105.66,5,1
38611,15.56,31.9,19.18,1,1
104578,13.69,29.9,261.54,1,1
39424,16.11,45.0,50.47,1,2
41040,27.65,99.99,765.84,6,1
60801,17.34,127.9,145.24,1,1
87693,50.09,805.0,1710.18,10,1
110269,16.11,35.9,52.01,5,1
41345,15.43,39.99,166.28,10,1
35937,30.7,119.9,50.0,1,3
62100,9.24,70.0,79.24,1,1
12258,29.74,429.9,459.64,1,1
33066,31.13,419.9,451.03,8,1
47870,13.63,86.99,100.62,1,1
63417,36.27,135.3,35.98,1,1
80651,16.7,134.9,151.6,1,1
57643,10.96,23.9,34.86,3,1
69946,8.11,29.9,38.01,1,1
62913,14.59,120.0,117.7,1,2
40257,9.34,45.9,55.24,2,1
3818,16.11,38.4,163.53,2,1
110147,25.24,519.9,545.14,10,1
2950,16.32,35.0,102.64,2,1
12256,27.15,59.9,87.05,1,1
44321,15.31,79.99,95.3,1,1
63430,34.15,15.9,50.05,5,1
2439,26.97,96.0,122.97,1,1
63519,22.21,40.0,62.21,1,1
3565,19.32,35.0,108.64,10,1
51104,16.95,99.99,116.94,2,1
31402,17.01,177.99,195.0,1,1
100794,19.38,57.99,77.37,1,1
36515,18.53,199.9,218.43,8,1
67498,21.26,109.9,131.16,2,1
58987,18.48,86.0,104.48,10,1
32592,11.86,71.71,83.57,8,1
32582,37.23,224.9,262.13,6,1
41105,16.16,56.99,73.15,1,1
60395,18.8,220.91,958.84,1,1
31125,17.25,45.0,62.25,1,1
90304,8.88,15.9,74.34,1,1
75328,15.47,349.9,365.37,1,1
90157,8.11,39.9,48.01,1,1
36297,12.54,149.9,162.44,3,1
72563,27.2,35.9,63.1,1,1
24038,23.5,168.0,191.5,9,1
17249,14.1,49.9,64.0,1,1
101693,18.2,89.9,108.1,1,1
104370,18.23,39.9,116.26,3,1
87027,27.61,126.0,42.41,1,1
97810,15.1,29.0,88.2,1,1
26473,12.91,243.0,255.91,4,1
104200,34.51,138.0,112.67,2,1
50053,12.03,75.9,87.93,1,1
16635,18.2,89.1,107.3,3,1
73900,7.96,110.32,236.56,4,1
71544,19.56,53.0,72.56,2,1
94290,15.23,29.99,45.22,4,1
16240,17.92,36.9,54.82,1,1
110734,22.06,21.9,87.92,8,1
75620,18.37,82.0,100.37,8,1
74841,12.69,39.9,52.59,3,1
51653,23.08,164.9,187.98,1,1
52336,16.46,99.9,116.36,6,1
89302,17.8,79.0,96.8,1,1
21262,25.46,31.9,118.49,1,1
55521,27.59,149.9,177.49,3,1
75689,27.59,150.0,177.59,1,1
40611,1.84,125.9,352.63,1,1
111761,25.56,152.99,178.55,10,1
45882,3.25,68.5,449.99,1,1
99549,22.85,13.2,36.05,1,1
95917,15.1,21.99,37.09,1,1
71285,17.66,58.99,76.65,2,1
48466,14.44,44.9,59.34,1,1
5093,17.64,128.35,145.99,3,1
59441,15.16,59.0,74.16,1,1
32710,18.23,37.0,55.23,2,1
94643,15.84,199.0,214.84,4,1
60132,15.4,74.48,89.88,1,1
81894,18.21,349.9,368.11,8,1
11163,18.0,147.9,165.9,3,1
105696,37.61,99.75,137.36,1,1
36876,18.09,119.9,17.59,1,10
29166,11.73,62.0,73.73,5,1
96211,92.01,1209.0,1301.01,1,1
29951,62.49,95.74,158.23,7,1
24665,16.32,35.9,52.22,4,1
5308,51.04,44.99,96.03,1,1
97152,39.06,338.0,377.06,8,1
90111,16.16,285.0,301.16,10,1
30637,32.24,159.49,191.73,1,2
16276,15.1,27.9,43.0,1,1
10085,18.99,135.0,153.99,3,1
74887,13.44,59.9,73.34,1,1
88192,15.85,138.9,31.88,1,1
24441,20.13,134.9,155.03,3,1
78070,18.54,184.6,203.14,8,1
18185,34.14,205.9,240.04,3,1
29313,25.23,131.0,156.23,8,1
75862,12.19,97.9,220.18,6,1
58196,68.39,84.0,637.11,1,1
110054,21.47,119.5,140.97,2,1
69289,18.23,49.0,134.46,1,1
75146,8.72,9.5,18.22,1,1
91669,7.78,28.99,36.77,3,1
105546,19.88,130.0,149.88,1,1
75957,18.23,27.9,230.65,6,1
79226,18.23,17.9,108.39,1,1
32096,9.44,39.0,48.44,1,1
67283,18.91,115.9,134.81,1,1
33574,15.1,23.9,39.0,3,1
74493,15.1,14.9,30.0,3,1
43288,22.27,205.0,227.27,1,1
69657,24.92,849.5,874.42,6,1
86003,15.1,16.9,64.0,1,1
77122,17.3,219.94,237.24,1,1
83556,17.25,238.1,717.83,10,1
24851,67.18,299.9,367.08,5,1
89802,15.23,19.99,136.91,6,1
7962,18.76,169.0,186.43,1,2
100136,38.25,369.9,408.15,1,1
90858,15.51,63.0,148.02,3,1
96384,18.01,259.99,278.0,3,1
58857,13.62,72.0,85.62,1,1
56542,50.03,75.0,125.03,5,1
103870,7.39,5.5,77.34,1,1
96997,16.42,94.45,110.87,1,1
55101,25.0,119.99,144.99,1,1
7823,62.49,249.9,312.39,8,1
46773,12.69,49.0,61.69,1,1
58064,27.9,193.8,221.7,1,1
62226,35.78,65.9,171.69,1,1
37609,13.67,93.24,106.91,2,1
111277,21.75,190.0,211.75,1,1
109268,46.48,289.0,335.48,3,1
16990,22.33,88.0,110.33,5,1
109305,9.51,99.9,109.41,2,1
79931,14.15,56.99,20.0,1,3
8362,0.06,49.9,9.94,1,1
13954,51.65,434.0,842.6,10,2
23315,15.81,149.9,165.71,3,1
7112,11.85,39.99,48.03,1,2
103473,12.82,22.6,35.42,2,1
54042,28.16,1999.0,2027.16,10,1
90064,9.3,292.0,301.3,1,1
19183,15.18,59.99,75.17,2,1
98218,12.48,19.9,97.14,1,1
60989,21.26,389.0,410.26,2,1
17122,15.23,45.9,244.52,4,1
45093,26.71,58.99,171.4,10,1
29361,9.34,46.2,55.54,1,1
27344,26.75,69.9,96.65,1,1
85783,35.93,59.9,95.83,1,1
105473,10.96,32.9,43.86,1,1
12870,9.45,179.49,188.94,1,1
11833,21.85,109.9,131.75,1,1
61908,20.29,55.99,146.07,2,1
70745,15.1,19.99,35.09,1,1
25405,15.27,388.0,403.27,1,1
29997,17.76,72.9,90.66,1,1
50103,7.82,79.99,87.81,1,1
24056,12.79,38.9,25.92,1,1
99195,12.81,21.9,104.13,1,1
29636,14.1,35.0,49.1,1,1
37200,12.4,99.9,112.3,2,1
32484,17.49,138.0,155.49,1,1
48941,24.84,34.99,59.83,3,1
8620,15.26,54.9,70.16,4,1
28358,9.34,52.37,61.71,3,1
67883,16.14,199.0,23.09,1,1
85516,22.96,53.9,76.86,1,1
59932,24.84,29.9,1.5,1,1
107939,25.93,29.9,92.03,4,1
46747,17.95,54.9,72.85,4,1
22868,15.31,79.0,94.31,1,1
42565,12.17,138.0,450.51,4,1
34646,26.86,79.9,106.76,4,1
16398,33.2,199.9,466.2,6,1
91681,14.1,32.99,47.09,1,1
43458,26.27,205.0,231.27,6,1
60789,22.54,140.0,284.96,1,1
66700,13.76,157.0,170.76,8,1
64725,22.19,199.0,221.19,8,1
87795,8.42,26.9,315.54,1,1
11834,10.92,108.9,119.82,1,1
49731,11.73,69.99,81.72,1,1
20066,15.53,111.9,127.43,1,1
29331,17.32,82.99,200.62,5,1
63979,9.27,105.0,457.08,8,1
50996,18.79,219.99,238.78,6,1
25466,18.51,428.0,446.51,4,1
8114,12.95,249.99,262.94,5,1
22817,16.79,18.0,104.37,1,1
73441,14.13,54.9,69.03,4,1
58982,12.72,84.9,97.62,1,1
10855,14.0,60.0,74.0,3,1
100276,12.79,17.49,30.28,1,1
3511,24.58,35.0,119.16,2,1
15752,36.04,129.9,165.94,3,1
29687,48.28,120.0,841.4,10,1
103768,15.17,59.9,150.14,3,1
47755,34.22,59.9,94.12,3,1
75551,7.43,24.9,32.33,1,1
14336,25.51,95.4,120.91,3,1
83800,23.0,99.0,243.99,1,1
18644,19.39,59.9,79.29,1,1
27147,8.93,25.9,35.0,1,2
68997,17.12,96.6,113.72,1,1
103397,20.17,139.99,160.16,3,1
92135,19.75,79.9,99.65,2,1
103613,7.65,55.0,62.65,6,1
109632,18.42,309.9,328.32,6,1
38412,11.98,61.9,853.95,3,1
64363,15.23,29.0,44.23,1,1
108109,16.6,89.9,106.5,1,1
59292,13.07,134.9,147.97,2,1
20014,7.39,33.9,41.29,2,1
81154,23.54,116.9,140.44,3,1
78659,17.63,69.9,87.53,1,1
56905,19.98,487.0,506.98,1,1
11216,25.82,143.8,169.62,3,1
21333,42.95,132.0,174.95,10,1
32773,18.28,56.89,75.17,1,1
68695,14.13,54.99,69.12,3,1
82066,13.72,150.82,164.54,1,1
32030,38.75,129.97,3.84,1,1
80318,23.46,129.9,153.36,7,1
101125,15.84,105.99,243.66,3,1
10021,47.84,299.0,1040.52,1,1
9548,18.26,97.0,230.52,1,1
102398,7.87,8.49,16.36,1,1
78293,23.63,149.9,173.53,2,1
104273,17.27,79.9,97.17,1,1
19534,17.73,65.0,165.46,2,1
86342,43.06,99.0,142.06,2,1
12184,15.75,389.9,405.65,4,1
28413,20.04,78.0,98.04,1,1
59968,18.49,86.5,104.99,1,1
84278,28.82,49.0,77.82,1,1
84393,17.67,59.9,155.14,3,1
8277,19.54,49.9,208.32,1,1
5767,0.0,69.9,69.9,1,1
13768,27.37,59.8,87.17,3,1
12732,16.71,62.0,78.71,1,1
106784,15.1,48.9,64.0,1,1
14736,18.23,17.0,35.23,3,1
38396,11.85,17.9,9.78,1,1
55623,20.02,149.9,169.92,2,1
10666,12.84,24.99,37.83,1,1
5709,0.0,69.9,69.9,1,1
27314,15.79,18.0,33.79,1,1
88387,9.34,27.0,36.34,3,1
88319,8.88,69.9,78.78,1,1
73574,26.33,150.0,176.33,2,1
15571,19.28,199.9,219.18,2,1
78244,54.42,527.9,582.32,3,1
109566,9.62,69.9,79.52,2,1
36234,27.48,199.9,227.38,6,1
28838,23.28,41.69,129.94,0,2
5718,21.02,75.0,96.02,1,1
57094,14.1,22.99,37.09,1,1
64313,15.64,77.0,92.64,2,1
67545,42.31,679.9,722.21,5,1
111264,22.16,32.9,55.06,1,1
84200,19.64,49.0,205.9,2,1
62880,14.97,114.9,129.87,1,1
108527,45.4,189.0,234.4,1,1
14423,75.12,279.99,355.11,10,1
52303,21.39,129.0,150.39,4,1
13506,24.34,220.0,244.34,4,1
64667,10.0,39.0,244.0,4,1
76264,13.69,96.35,110.04,3,1
29599,21.25,58.9,80.15,1,1
79466,17.14,29.9,47.04,3,1
84241,13.46,53.9,67.36,1,1
401,25.7,169.99,195.69,10,1
985,30.38,114.99,290.74,5,1
59329,13.18,149.9,489.24,1,1
31201,15.11,29.9,36.74,1,1
