,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
88884,bonfim paulista,SP,2017-12-15 18:01:49,2017-12-15 18:14:27,2017-12-20 13:14:53,2017-12-26 18:17:53,2018-01-10,2,,"Comprei duas mochilas, a nota fiscal está com dois produtos do que só veio uma mochila. ",2017-12-27 00:00:00,2017-12-27 21:09:18,2017-12-21 18:14:27,79.0,13.57,52.0,211.0,2.0,7000.0,1,credit_card,6,185.14,campo limpo paulista,SP,stationery,Books & Stationery,36000.0,25,11,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
57288,sao francisco do brejao,MA,2018-04-15 13:47:45,2018-04-17 05:55:44,2018-04-20 00:06:25,2018-05-15 15:38:59,2018-05-22,4,amei meu noteboock,legal,2018-05-16 00:00:00,2018-05-22 23:23:23,2018-05-02 05:55:44,31.9,50.85,33.0,1084.0,2.0,200.0,1,boleto,1,82.75,belo horizonte,MG,computers_accessories,Electronics,2378.0,36,30,25,OnTime/Early,OnTime/Early,Slow,Slow,Slow
49260,sao paulo,SP,2018-04-01 20:08:02,2018-04-01 21:48:14,2018-04-02 16:46:58,2018-04-12 13:20:48,2018-04-20,5,,Ótimo sempre cumprindo com os prazos é ótimo atendimentos ,2018-04-13 00:00:00,2018-04-15 15:19:41,2018-04-05 21:48:14,599.9,23.17,55.0,1792.0,8.0,925.0,1,boleto,1,623.07,macae,RJ,toys,Entertainment,12300.0,18,10,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
9770,sao paulo,SP,2017-04-04 09:36:12,2017-04-04 09:50:21,2017-04-06 14:42:29,2017-04-12 13:07:51,2017-05-02,4,,,2017-04-13 00:00:00,2017-04-14 11:57:16,2017-04-10 09:50:21,27.9,16.05,27.0,204.0,1.0,950.0,1,credit_card,1,3.95,caxias do sul,RS,furniture_decor,Furniture,24272.0,27,8,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
62140,ilhabela,SP,2017-09-01 00:18:40,2017-09-02 00:25:43,2017-09-06 21:10:14,2017-09-12 18:46:42,2017-09-20,5,,"Recomendo, ótimo produto",2017-09-13 00:00:00,2017-09-13 23:12:18,2017-09-08 00:25:43,84.9,13.61,63.0,927.0,9.0,7500.0,1,credit_card,9,98.51,sao paulo,SP,musical_instruments,Electronics,44550.0,18,11,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
55676,baependi,MG,2018-05-11 13:50:38,2018-05-11 14:16:15,2018-05-14 06:42:00,2018-05-30 15:38:54,2018-06-11,5,,,2018-05-31 00:00:00,2018-05-31 19:01:22,2018-05-16 14:16:15,149.9,20.72,48.0,894.0,1.0,533.0,1,credit_card,1,341.24,recife,PE,computers_accessories,Electronics,4840.0,30,19,16,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
83421,sao jose dos campos,SP,2018-03-20 16:13:06,2018-03-21 09:48:13,2018-03-22 21:29:04,2018-03-24 00:32:48,2018-04-02,1,,"Eu comprei esse pendente e antes deles emitorem a NF e postarem eu cancelei pois achei outro que me agradava melhor, e mesmo assim recebi o produto. Acredito que devia ter um controle melhor.",2018-03-24 00:00:00,2018-03-26 10:19:22,2018-03-27 09:48:13,89.99,11.25,56.0,459.0,3.0,750.0,1,credit_card,1,4.8,sao bernardo do campo,SP,home_construction,Furniture,3600.0,12,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
78051,palestina,SP,2017-04-09 16:40:58,2017-04-09 17:20:12,2017-04-11 12:15:40,2017-04-18 13:41:30,2017-05-02,5,,entrega rapida obrigado,2017-04-19 00:00:00,2017-04-22 15:24:22,2017-04-13 17:20:12,44.9,10.96,48.0,474.0,4.0,425.0,1,credit_card,1,55.86,santos,SP,health_beauty,Beauty & Health,3080.0,22,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
95696,goiania,GO,2017-06-08 13:41:02,2017-06-08 14:03:25,2017-06-12 16:32:33,2017-07-05 16:21:38,2017-07-07,5,,,2017-07-06 00:00:00,2017-07-09 03:03:11,2017-06-14 14:03:25,25.99,14.1,48.0,649.0,2.0,200.0,1,credit_card,1,34.71,sao paulo,SP,telephony,Electronics,1520.0,28,27,22,OnTime/Early,OnTime/Early,Slow,Slow,Neutral
93911,campo grande,MS,2017-03-09 19:10:31,2017-03-09 19:10:31,2017-03-10 11:08:12,2017-03-23 16:30:18,2017-04-03,5,,,2017-03-24 00:00:00,2017-03-25 17:40:44,2017-03-15 19:10:31,18.99,15.65,32.0,366.0,3.0,167.0,1,credit_card,3,34.64,sao paulo,SP,telephony,Electronics,792.0,24,13,13,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
74483,sao paulo,SP,2018-03-01 19:47:50,2018-03-02 02:16:03,2018-03-03 01:08:34,2018-03-08 20:58:24,2018-03-29,5,,,2018-03-09 00:00:00,2018-03-10 00:41:32,2018-03-13 02:16:03,79.0,15.3,32.0,397.0,2.0,250.0,1,boleto,1,94.3,videira,SC,health_beauty,Beauty & Health,2816.0,27,7,5,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
93999,curitiba,PR,2018-05-05 20:33:46,2018-05-07 17:56:43,2018-05-08 12:44:00,2018-05-11 22:07:26,2018-05-28,5,,"Chegou antes do prazo, parabéns.",2018-05-12 00:00:00,2018-05-14 13:24:12,2018-05-11 17:56:43,35.99,15.23,56.0,501.0,3.0,125.0,1,credit_card,5,51.22,sao paulo,SP,telephony,Electronics,836.0,22,6,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
88861,cachoeiro de itapemirim,ES,2018-04-13 21:11:12,2018-04-13 21:32:33,2018-04-17 19:02:56,2018-04-25 19:42:20,2018-05-16,2,não recebi o produto,,2018-04-26 00:00:00,2018-04-27 09:02:45,2018-04-23 21:31:01,49.0,3.76,52.0,90.0,2.0,5650.0,1,credit_card,3,169.36,campo limpo paulista,SP,stationery,Books & Stationery,12000.0,32,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
96320,sao carlos,SP,2017-07-06 20:25:32,2017-07-06 20:43:20,2017-07-07 07:23:07,2017-07-14 16:42:12,2017-08-02,4,,,2017-07-15 00:00:00,2017-07-25 13:07:42,2017-07-13 20:43:20,199.0,17.83,44.0,965.0,3.0,150.0,1,credit_card,1,216.83,brasilia,DF,telephony,Electronics,1960.0,26,7,7,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
51151,duque de caxias,RJ,2017-03-18 19:01:14,2017-03-18 19:01:14,2017-03-20 12:46:04,2017-03-30 14:38:49,2017-04-10,5,,"Vcs são sempre ótimos por isso sempre compro.
Continue assim😉",2017-03-31 00:00:00,2017-04-03 12:23:16,2017-03-23 19:01:14,119.99,16.05,45.0,798.0,1.0,1500.0,1,credit_card,2,136.04,sao paulo,SP,cool_stuff,Fashion,60000.0,22,11,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
30894,florianopolis,SC,2017-05-18 14:17:01,2017-05-18 14:31:30,2017-05-19 13:09:01,2017-05-22 07:25:57,2017-05-31,5,," Adorei o produto, vendedor super rápido.",2017-05-23 00:00:00,2017-05-24 00:17:29,2017-05-24 14:30:14,54.16,12.48,47.0,485.0,5.0,1250.0,1,credit_card,2,66.64,itajai,SP,housewares,Home & Garden,11760.0,12,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
62344,rio de janeiro,RJ,2017-05-05 12:18:55,2017-05-05 13:05:46,2017-05-11 15:08:22,2017-05-15 14:13:30,2017-05-26,5,,Entrega rápida e eficiente.,2017-05-16 00:00:00,2017-05-19 02:23:42,2017-05-11 13:05:46,79.9,11.17,42.0,2115.0,2.0,125.0,1,credit_card,2,182.14,mage,RJ,musical_instruments,Electronics,576.0,20,10,3,Late,OnTime/Early,Neutral,Fast,Very Fast
22446,sao goncalo,RJ,2018-01-19 13:38:51,2018-01-20 15:01:30,2018-01-22 19:55:44,2018-03-07 18:56:38,2018-02-14,1,,Não recebi o produto é a loja não respondeu nenhuma das minhas reclamações ou duvidas.,2018-02-17 00:00:00,2018-02-19 09:19:35,2018-01-25 15:01:30,899.0,104.08,60.0,1445.0,1.0,27200.0,1,credit_card,10,1003.08,sao paulo,SP,sports_leisure,Entertainment,112056.0,25,47,43,OnTime/Early,Late,Slow,Very Slow,Very Slow
64719,governador valadares,MG,2018-01-12 00:35:43,2018-01-12 00:47:56,2018-01-13 01:19:31,2018-01-19 15:48:59,2018-02-07,5,,,2018-01-20 00:00:00,2018-01-21 13:01:03,2018-01-18 00:47:56,49.0,15.1,60.0,539.0,7.0,400.0,1,credit_card,2,64.1,sao paulo,SP,watches_gifts,Electronics,640.0,25,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
96947,rio de janeiro,RJ,2018-03-01 11:46:59,2018-03-01 12:10:10,2018-03-02 00:29:00,2018-03-14 23:03:15,2018-03-19,4,,,2018-03-15 00:00:00,2018-03-16 19:06:16,2018-03-07 12:10:10,59.99,14.17,36.0,473.0,1.0,410.0,1,credit_card,1,74.16,sao paulo,SP,construction_tools_construction,Industry & Construction,3472.0,17,13,12,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
22130,santo augusto,RS,2017-06-01 16:05:28,2017-06-03 02:25:18,2017-06-05 14:09:39,2017-06-09 07:25:46,2017-06-29,4,,,2017-06-10 00:00:00,2017-06-10 20:39:48,2017-06-13 02:25:18,59.9,16.18,55.0,664.0,1.0,700.0,1,boleto,1,76.08,cornelio procopio,PR,sports_leisure,Entertainment,4800.0,27,7,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
57657,itajuba,MG,2017-03-18 21:48:40,2017-03-18 21:48:40,2017-03-23 16:08:28,2017-03-24 15:05:02,2017-04-07,5,,Produto entregue bem antes do prazo previsto,2017-03-25 00:00:00,2017-03-26 12:03:58,2017-03-23 21:48:40,23.9,10.96,32.0,1074.0,2.0,200.0,1,boleto,1,34.86,belo horizonte,MG,computers_accessories,Electronics,2340.0,19,5,0,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
54074,ibiuna,SP,2018-08-11 11:01:19,2018-08-11 11:15:12,2018-08-15 13:55:00,2018-08-17 21:42:01,2018-08-28,5,,,2018-08-18 00:00:00,2018-08-20 01:32:52,2018-08-14 11:15:12,24.5,12.83,32.0,133.0,1.0,200.0,1,credit_card,3,37.33,itu,SP,cool_stuff,Fashion,3456.0,16,6,2,Late,OnTime/Early,Neutral,Very Fast,Very Fast
110862,jandira,SP,2018-02-16 16:19:31,2018-02-17 16:15:35,2018-02-21 00:27:17,2018-02-27 01:29:50,2018-03-08,5,,,2018-02-28 00:00:00,2018-03-02 09:24:21,2018-02-22 15:15:35,40.8,13.37,57.0,815.0,1.0,2200.0,1,credit_card,4,270.85,assis,SP,costruction_tools_garden,Home & Garden,4096.0,19,10,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
18716,curitiba,PR,2017-09-25 23:07:18,2017-09-25 23:27:36,2017-09-26 19:38:34,2017-10-02 17:34:02,2017-10-19,4,,,2017-10-03 00:00:00,2017-10-06 11:48:19,2017-10-02 23:27:36,99.0,16.94,29.0,347.0,1.0,1600.0,1,credit_card,1,115.94,canoas,RS,sports_leisure,Entertainment,7700.0,23,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
109761,campinas,SP,2017-12-29 21:42:31,2018-01-03 04:29:41,2018-01-03 22:51:48,2018-01-17 20:55:23,2018-02-05,5,,eyu voltaria acomprar mais produto sem duvida,2018-01-18 00:00:00,2018-01-19 20:38:29,2018-01-18 04:29:41,84.9,13.61,54.0,404.0,4.0,800.0,1,boleto,1,98.51,penapolis,SP,fashion_shoes,Fashion,8712.0,37,18,13,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
107227,sao paulo,SP,2017-10-23 14:29:19,2017-10-23 14:49:17,2017-10-24 20:13:22,2017-10-27 19:09:10,2017-11-30,3,,"Não gostei do produto.
Como faço para trocar??",2017-10-28 00:00:00,2017-10-28 18:48:50,2017-10-27 14:49:17,23.2,15.1,9.0,76.0,2.0,200.0,1,credit_card,1,38.3,timbo,SC,fashion_bags_accessories,Fashion,720.0,37,4,2,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
107262,criciuma,SC,2018-02-05 20:57:35,2018-02-05 21:10:59,2018-02-06 21:48:59,2018-02-15 15:23:58,2018-03-07,4,,,2018-02-16 00:00:00,2018-02-17 13:26:09,2018-02-09 21:10:59,60.0,15.17,50.0,521.0,7.0,100.0,1,credit_card,2,75.17,aracatuba,SP,fashion_bags_accessories,Fashion,816.0,29,9,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
107435,belem,PA,2017-05-24 23:08:43,2017-05-25 23:10:17,2017-05-29 13:09:11,2017-06-19 21:55:58,2017-07-19,1,,Produto totalmente diferente do oferecido.,2017-06-22 00:00:00,2017-06-30 23:42:04,2017-06-14 23:10:17,389.0,40.27,27.0,542.0,2.0,1000.0,1,voucher,1,429.27,congonhal,MG,fashion_bags_accessories,Fashion,8000.0,55,25,21,OnTime/Early,OnTime/Early,Very Slow,Slow,Neutral
45229,mogi das cruzes,SP,2018-01-30 16:10:05,2018-01-30 16:34:49,2018-02-01 19:49:46,2018-02-02 20:42:18,2018-02-15,4,,,2018-02-03 00:00:00,2018-02-05 10:42:20,2018-02-05 16:31:18,52.0,38.54,47.0,1415.0,1.0,400.0,1,credit_card,8,1349.05,mogi das cruzes,SP,bed_bath_table,Furniture,2592.0,15,3,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
77133,ibiaca,RS,2017-06-03 13:21:52,2017-06-03 13:35:09,2017-06-05 14:08:05,2017-06-12 13:04:43,2017-07-04,3,,,2017-06-13 00:00:00,2017-06-14 16:30:17,2017-06-12 13:35:09,99.99,15.45,22.0,363.0,2.0,633.0,1,credit_card,2,115.44,sao paulo,SP,health_beauty,Beauty & Health,5148.0,30,8,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
104669,governador valadares,MG,2018-01-16 12:13:23,2018-01-16 12:52:43,2018-01-16 21:28:58,2018-01-23 19:37:12,2018-02-14,5,,,2018-01-24 00:00:00,2018-01-29 13:09:52,2018-01-22 12:52:13,412.0,30.26,28.0,388.0,2.0,3000.0,1,credit_card,1,442.26,curitiba,PR,agro_industry_and_commerce,Industry & Construction,18000.0,28,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
48258,governador valadares,MG,2018-01-22 18:33:35,2018-01-22 18:57:13,2018-01-23 16:24:54,2018-01-31 15:46:40,2018-02-16,5,,Produto ecxelente,2018-02-01 00:00:00,2018-02-03 18:42:43,2018-01-26 18:57:13,79.9,16.32,36.0,529.0,2.0,650.0,1,credit_card,1,46.22,sao paulo,SP,toys,Entertainment,5460.0,24,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
21414,sao paulo,SP,2017-09-18 15:53:51,2017-09-18 16:10:21,2017-09-19 18:32:59,2017-09-25 20:17:52,2017-10-10,1,,"Comprei 3 bases para guarda sol e chegou apenas 1.
A Nota Fiscal mostra 3, mas só veio 1 unidade",2017-09-26 00:00:00,2017-09-27 00:02:11,2017-09-22 16:10:21,51.69,20.85,29.0,223.0,1.0,1200.0,1,voucher,1,217.62,braco do norte,SC,sports_leisure,Entertainment,21672.0,21,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
25619,sao paulo,SP,2017-11-24 17:41:54,2017-11-24 21:12:50,2017-12-16 16:33:14,2017-12-26 21:59:05,2017-12-14,4,,"Estou precisando do meu produto, pois ja chegou meu berço, preciso o quanto antes.",2017-12-16 00:00:00,2017-12-16 17:38:53,2017-12-05 21:12:50,139.99,32.01,56.0,621.0,1.0,10700.0,1,credit_card,1,172.0,sao jose do rio preto,SP,baby,Fashion,64000.0,19,32,10,Late,Late,Neutral,Slow,Fast
54571,luis eduardo magalhaes,BA,2018-03-07 07:52:57,2018-03-07 08:09:10,2018-03-09 17:34:43,2018-04-09 16:03:37,2018-04-04,1,,Não recebi o produto ainda.,2018-04-06 00:00:00,2018-04-09 10:30:07,2018-03-15 08:09:10,139.9,41.05,48.0,1251.0,1.0,4400.0,1,credit_card,10,180.95,itatiba,SP,computers_accessories,Electronics,11250.0,27,33,30,OnTime/Early,Late,Slow,Slow,Slow
1811,florianopolis,SC,2017-08-25 10:14:02,2017-08-26 02:10:17,2017-08-30 15:56:11,2017-09-01 18:45:50,2017-09-19,4,,Produtos bons,2017-09-02 00:00:00,2017-09-03 17:09:19,2017-08-31 02:10:17,93.9,18.53,63.0,394.0,1.0,1200.0,1,boleto,1,507.76,ibitinga,SP,furniture_decor,Furniture,17802.0,24,7,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
89198,rio de janeiro,RJ,2017-12-18 15:54:20,2017-12-19 09:51:21,2017-12-20 14:53:17,2017-12-29 18:37:33,2018-01-16,5,,,2017-12-30 00:00:00,2018-01-03 14:45:00,2017-12-26 09:51:21,125.0,18.12,60.0,234.0,4.0,7650.0,1,boleto,1,143.12,campo limpo paulista,SP,stationery,Books & Stationery,56980.0,28,11,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
82997,lins,SP,2018-07-13 18:59:31,2018-07-13 19:15:13,2018-07-16 07:31:00,2018-07-24 19:08:57,2018-08-02,4,,,2018-07-25 00:00:00,2018-07-25 22:35:33,2018-07-19 19:15:13,89.1,37.53,57.0,728.0,1.0,150.0,1,credit_card,5,253.26,morrinhos,GO,perfumery,Beauty & Health,960.0,19,11,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
106770,niteroi,RJ,2018-03-02 17:47:40,2018-03-03 14:10:38,2018-03-07 21:07:51,2018-04-17 17:17:34,2018-03-22,1,,,2018-03-25 00:00:00,2018-03-25 10:30:31,2018-03-08 14:10:38,34.3,15.1,41.0,1359.0,1.0,250.0,1,credit_card,4,49.4,limeira,SP,fashion_bags_accessories,Fashion,352.0,19,45,40,OnTime/Early,Late,Neutral,Very Slow,Very Slow
85323,belo horizonte,MG,2017-09-26 17:28:03,2017-09-27 02:49:28,2017-10-02 20:34:05,2017-10-10 18:44:54,2017-10-20,5,,,2017-10-11 00:00:00,2017-10-12 21:55:47,2017-10-03 02:49:28,59.9,17.67,58.0,340.0,2.0,1500.0,1,boleto,1,155.14,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,23,14,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
104093,macae,RJ,2018-06-30 22:43:00,2018-07-01 22:35:15,2018-07-03 04:41:00,2018-07-11 18:08:59,2018-07-25,5,,,2018-07-12 00:00:00,2018-07-12 22:11:43,2018-07-04 22:35:15,98.0,33.59,52.0,784.0,4.0,11325.0,1,credit_card,6,338.88,guarulhos,SP,industry_commerce_and_business,Industry & Construction,56700.0,24,10,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
99490,sorocaba,SP,2018-03-05 15:05:51,2018-03-05 16:15:40,2018-03-06 23:29:46,2018-03-09 19:38:41,2018-03-15,5,,"Recebi antes do prazo, e o produto funciona bem.",2018-03-10 00:00:00,2018-03-11 00:43:33,2018-03-09 16:15:40,13.65,7.78,52.0,424.0,1.0,175.0,1,credit_card,1,21.43,sao paulo,SP,electronics,Electronics,3630.0,9,4,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
99626,maceio,AL,2017-12-27 09:21:16,2017-12-27 09:31:26,2017-12-27 20:56:37,2018-01-08 20:50:17,2018-01-30,5,,"A loja utiliza os Correios para o envio e a entrega, prevista até 31/01/2018 foi realizada em 08/01/2018 muito antes do previsto. Parabéns por utilizar os Correios. EXCELENTE!",2018-01-09 00:00:00,2018-01-10 11:23:23,2018-01-03 09:31:02,12.3,21.15,34.0,453.0,1.0,200.0,1,credit_card,1,33.45,sao paulo,SP,electronics,Electronics,4375.0,33,12,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
48886,ribeirao preto,SP,2018-08-20 16:30:56,2018-08-20 16:50:04,2018-08-21 15:19:00,2018-08-23 17:47:34,2018-08-27,4,,"Ótimo brinquedo para crianças maiores de três anos, meu filho amou",2018-08-24 00:00:00,2018-08-24 21:48:16,2018-08-23 16:50:04,23.0,11.89,44.0,867.0,2.0,950.0,1,credit_card,1,34.89,ribeirao preto,SP,toys,Entertainment,12696.0,6,3,2,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast
51494,limeira do oeste,MG,2017-12-29 21:26:16,2017-12-29 21:35:27,2018-01-02 22:58:23,2018-01-11 18:20:26,2018-01-24,4,,,2018-01-12 00:00:00,2018-01-13 01:06:43,2018-01-05 21:35:27,70.9,19.36,38.0,500.0,1.0,5150.0,1,credit_card,5,180.52,uberlandia,MG,cool_stuff,Fashion,15120.0,25,12,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
73101,porto alegre,RS,2018-03-15 23:53:39,2018-03-16 00:09:24,2018-03-21 14:08:49,2018-04-04 21:11:45,2018-04-05,5,,"Recebi o produto corretamente,",2018-04-05 00:00:00,2018-04-06 02:36:22,2018-03-22 00:09:24,59.9,22.13,43.0,295.0,1.0,371.0,1,credit_card,1,164.06,petropolis,RJ,health_beauty,Beauty & Health,5120.0,20,19,14,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
9083,cachoeiras de macacu,RJ,2017-04-28 13:05:27,2017-04-28 13:15:26,2017-05-02 16:13:46,2017-05-08 09:32:30,2017-05-24,5,,Super recomendo.,2017-05-09 00:00:00,2017-05-10 01:10:34,2017-05-05 13:15:26,99.8,15.91,38.0,1719.0,1.0,800.0,1,credit_card,2,115.71,sao paulo,SP,furniture_decor,Furniture,4664.0,25,9,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
34053,belo horizonte,MG,2017-05-19 15:41:12,2017-05-20 15:50:07,2017-05-23 15:48:58,2017-05-31 06:25:38,2017-06-14,5,,recomendo,2017-05-30 00:00:00,2017-06-02 18:16:17,2017-05-26 15:50:07,89.9,15.38,56.0,176.0,1.0,1825.0,1,credit_card,6,210.56,ibitinga,SP,home_confort,Home & Garden,21200.0,25,11,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
72735,belo horizonte,MG,2018-06-11 14:07:58,2018-06-11 16:31:31,2018-06-15 14:21:00,2018-06-20 18:26:28,2018-07-05,4,,,2018-06-21 00:00:00,2018-06-22 16:17:13,2018-06-15 14:33:01,210.0,20.44,54.0,971.0,1.0,550.0,1,credit_card,3,230.44,sao sebastiao,SP,health_beauty,Beauty & Health,2880.0,23,9,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
2584,joinville,SC,2018-08-08 13:36:27,2018-08-10 03:24:50,2018-08-10 15:44:00,2018-08-15 19:36:40,2018-08-20,4,,,2018-08-16 00:00:00,2018-08-17 08:10:03,2018-08-14 03:24:50,49.0,13.68,55.0,2137.0,2.0,350.0,1,boleto,1,125.36,curitiba,PR,furniture_decor,Furniture,8349.0,11,7,5,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
73691,sao paulo,SP,2018-07-17 09:56:35,2018-07-18 04:35:13,2018-07-18 12:52:00,2018-07-23 21:28:44,2018-08-06,3,entregaram metade,comprei 2 e ainda estou aguardando 1 pote. Responderam com código de rastreio e dizendo que enviam separado por segurança. Quando receber confirmarei por aqui,2018-07-24 00:00:00,2018-07-27 18:08:54,2018-07-20 04:35:13,36.9,13.6,38.0,2113.0,1.0,250.0,1,boleto,1,101.0,maringa,PR,health_beauty,Beauty & Health,2431.0,19,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
29644,penapolis,SP,2018-04-06 11:46:03,2018-04-06 11:55:18,2018-04-07 01:32:32,2018-04-12 01:41:16,2018-04-24,1,,"as araras são boas, mas não recebi os cabides do mesmo pedido.",2018-04-12 00:00:00,2018-04-14 23:30:59,2018-04-12 11:55:18,120.0,24.74,53.0,1034.0,2.0,16550.0,1,credit_card,10,542.98,guarulhos,SP,housewares,Home & Garden,57200.0,17,5,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
91264,timbe do sul,SC,2018-07-18 10:54:06,2018-07-18 11:05:15,2018-07-25 08:11:00,2018-07-31 15:52:29,2018-08-16,5,Ótimo ,,2018-08-01 00:00:00,2018-08-02 02:09:44,2018-07-30 11:05:15,12.99,18.23,42.0,177.0,2.0,288.0,1,credit_card,1,31.22,santo andre,SP,stationery,Books & Stationery,6460.0,28,13,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
102492,curitiba,PR,2017-07-14 10:31:40,2017-07-14 10:45:19,2017-07-14 18:27:36,2017-07-22 13:52:13,2017-08-21,5,,Produto veio certinho e no prazo!!,2017-07-23 00:00:00,2017-07-25 20:12:02,2017-08-03 10:45:19,19.99,14.1,46.0,218.0,4.0,150.0,1,credit_card,3,34.09,sao paulo,SP,fixed_telephony,Electronics,704.0,37,8,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
68703,rio de janeiro,RJ,2018-07-18 12:59:01,2018-07-18 13:15:18,2018-07-27 13:31:00,2018-07-30 21:52:30,2018-08-15,4,Qualidade razoável,"Produto de acordo com o valor... Mas não gostei da embalagem, que praticamente não existe.",2018-07-31 00:00:00,2018-08-01 02:22:28,2018-07-26 13:15:18,74.67,8.86,41.0,1159.0,4.0,350.0,1,credit_card,2,83.53,sao goncalo,RJ,watches_gifts,Electronics,2464.0,27,12,3,Late,OnTime/Early,Slow,Fast,Very Fast
107459,brasilia,DF,2018-07-31 10:46:12,2018-08-01 02:44:20,2018-08-01 16:35:00,2018-08-07 17:56:40,2018-08-16,5,,,2018-08-08 00:00:00,2018-08-12 00:15:27,2018-08-03 02:44:20,49.9,15.45,36.0,412.0,5.0,150.0,1,boleto,1,65.35,sao paulo,SP,fashion_bags_accessories,Fashion,1600.0,15,7,6,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
39199,sao paulo,SP,2017-06-07 12:05:10,2017-06-09 16:15:08,2017-06-16 15:50:28,2017-06-22 16:04:46,2017-06-28,5,,,2017-06-23 00:00:00,2017-06-28 18:49:50,2017-06-15 16:15:08,49.99,12.69,60.0,640.0,1.0,1100.0,20,voucher,1,0.99,ibitinga,SP,bed_bath_table,Furniture,2560.0,20,15,6,Late,OnTime/Early,Neutral,Fast,Very Fast
21165,salvador,BA,2017-08-15 20:13:06,2017-08-16 20:55:16,2017-08-18 22:55:34,2017-08-28 18:55:48,2017-09-13,3,,,2017-08-29 00:00:00,2017-09-01 00:54:18,2017-08-22 20:55:16,44.8,15.79,49.0,479.0,1.0,550.0,1,credit_card,2,60.59,belo horizonte,MG,sports_leisure,Entertainment,21280.0,28,12,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
34165,sao paulo,SP,2017-08-02 17:12:27,2017-08-02 17:35:22,2017-08-03 19:37:35,2017-08-11 15:03:12,2017-08-22,5,,Gostei. Foi entregue na data estipulada. ,2017-08-12 00:00:00,2017-08-14 17:34:18,2017-08-08 17:35:22,89.9,12.13,56.0,176.0,1.0,1825.0,1,credit_card,4,102.03,ibitinga,SP,home_confort,Home & Garden,21200.0,19,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
